# BAND-MAID setlists snapshot date: 2025-12-05
Date	Venue	City	Country	Tour	URL	Sequence	Song	Set ID
2023-08-12	Bing Crosby Theater	Spokane	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/bing-crosby-theater-spokane-wa-3ba44434.html	18	Don't you tell ME	38
2023-08-12	Bing Crosby Theater	Spokane	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/bing-crosby-theater-spokane-wa-3ba44434.html	19	endless Story	38
2023-08-12	Bing Crosby Theater	Spokane	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/bing-crosby-theater-spokane-wa-3ba44434.html	20	NO GOD	38
2023-08-11	Crystal Ballroom	Portland	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/crystal-ballroom-portland-or-2ba45052.html	1	DOMINATION	39
2023-08-11	Crystal Ballroom	Portland	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/crystal-ballroom-portland-or-2ba45052.html	2	glory	39
2023-08-11	Crystal Ballroom	Portland	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/crystal-ballroom-portland-or-2ba45052.html	3	alone	39
2023-08-11	Crystal Ballroom	Portland	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/crystal-ballroom-portland-or-2ba45052.html	4	Play	39
2023-08-11	Crystal Ballroom	Portland	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/crystal-ballroom-portland-or-2ba45052.html	5	Sense	39
2023-08-11	Crystal Ballroom	Portland	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/crystal-ballroom-portland-or-2ba45052.html	6	Choose me	39
2023-08-11	Crystal Ballroom	Portland	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/crystal-ballroom-portland-or-2ba45052.html	7	TIME	39
2023-08-11	Crystal Ballroom	Portland	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/crystal-ballroom-portland-or-2ba45052.html	8	from now on	39
2023-08-11	Crystal Ballroom	Portland	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/crystal-ballroom-portland-or-2ba45052.html	9	Manners	39
2023-08-11	Crystal Ballroom	Portland	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/crystal-ballroom-portland-or-2ba45052.html	10	YOLO	39
2023-08-11	Crystal Ballroom	Portland	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/crystal-ballroom-portland-or-2ba45052.html	11	anemone	39
2023-08-11	Crystal Ballroom	Portland	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/crystal-ballroom-portland-or-2ba45052.html	12	Memorable	39
2023-08-11	Crystal Ballroom	Portland	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/crystal-ballroom-portland-or-2ba45052.html	13	Daydreaming	39
2023-08-11	Crystal Ballroom	Portland	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/crystal-ballroom-portland-or-2ba45052.html	14	DICE	39
2023-08-11	Crystal Ballroom	Portland	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/crystal-ballroom-portland-or-2ba45052.html	15	HATE?	39
2023-08-11	Crystal Ballroom	Portland	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/crystal-ballroom-portland-or-2ba45052.html	16	FREEDOM	39
2023-08-11	Crystal Ballroom	Portland	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/crystal-ballroom-portland-or-2ba45052.html	17	Unleash!!!!!	39
2023-08-11	Crystal Ballroom	Portland	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/crystal-ballroom-portland-or-2ba45052.html	18	Don't you tell ME	39
2023-08-11	Crystal Ballroom	Portland	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/crystal-ballroom-portland-or-2ba45052.html	19	endless Story	39
2023-08-11	Crystal Ballroom	Portland	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/crystal-ballroom-portland-or-2ba45052.html	20	NO GOD	39
2023-08-09	The Depot	Salt Lake City	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/the-depot-salt-lake-city-ut-33a46845.html	1	DOMINATION	40
2023-08-09	The Depot	Salt Lake City	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/the-depot-salt-lake-city-ut-33a46845.html	2	glory	40
2023-08-09	The Depot	Salt Lake City	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/the-depot-salt-lake-city-ut-33a46845.html	3	alone	40
2023-08-09	The Depot	Salt Lake City	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/the-depot-salt-lake-city-ut-33a46845.html	4	Play	40
2023-08-09	The Depot	Salt Lake City	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/the-depot-salt-lake-city-ut-33a46845.html	5	YOLO	40
2023-08-09	The Depot	Salt Lake City	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/the-depot-salt-lake-city-ut-33a46845.html	6	Choose me	40
2023-08-09	The Depot	Salt Lake City	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/the-depot-salt-lake-city-ut-33a46845.html	7	Sayonakidori	40
2023-08-09	The Depot	Salt Lake City	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/the-depot-salt-lake-city-ut-33a46845.html	8	from now on	40
2023-08-09	The Depot	Salt Lake City	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/the-depot-salt-lake-city-ut-33a46845.html	9	Manners	40
2023-08-09	The Depot	Salt Lake City	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/the-depot-salt-lake-city-ut-33a46845.html	10	DICE	40
2023-08-09	The Depot	Salt Lake City	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/the-depot-salt-lake-city-ut-33a46845.html	11	HATE?	40
2023-08-09	The Depot	Salt Lake City	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/the-depot-salt-lake-city-ut-33a46845.html	12	Sense	40
2023-08-09	The Depot	Salt Lake City	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/the-depot-salt-lake-city-ut-33a46845.html	13	Daydreaming	40
2023-08-09	The Depot	Salt Lake City	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/the-depot-salt-lake-city-ut-33a46845.html	14	Memorable	40
2023-08-09	The Depot	Salt Lake City	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/the-depot-salt-lake-city-ut-33a46845.html	15	FREEDOM	40
2023-08-09	The Depot	Salt Lake City	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/the-depot-salt-lake-city-ut-33a46845.html	16	Unleash!!!!!	40
2023-08-09	The Depot	Salt Lake City	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/the-depot-salt-lake-city-ut-33a46845.html	17	Screaming	40
2023-08-09	The Depot	Salt Lake City	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/the-depot-salt-lake-city-ut-33a46845.html	18	endless Story	40
2023-08-09	The Depot	Salt Lake City	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/the-depot-salt-lake-city-ut-33a46845.html	19	NO GOD	40
2023-08-08	Summit Music Hall	Denver	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/summit-music-hall-denver-co-2ba4706e.html	1	DOMINATION	41
2023-08-08	Summit Music Hall	Denver	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/summit-music-hall-denver-co-2ba4706e.html	2	glory	41
2023-08-08	Summit Music Hall	Denver	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/summit-music-hall-denver-co-2ba4706e.html	3	alone	41
2023-08-08	Summit Music Hall	Denver	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/summit-music-hall-denver-co-2ba4706e.html	4	Play	41
2023-08-08	Summit Music Hall	Denver	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/summit-music-hall-denver-co-2ba4706e.html	5	Unleash!!!!!	41
2023-08-08	Summit Music Hall	Denver	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/summit-music-hall-denver-co-2ba4706e.html	6	Choose me	41
2023-08-08	Summit Music Hall	Denver	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/summit-music-hall-denver-co-2ba4706e.html	7	Sayonakidori	41
2023-08-08	Summit Music Hall	Denver	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/summit-music-hall-denver-co-2ba4706e.html	8	from now on	41
2023-08-08	Summit Music Hall	Denver	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/summit-music-hall-denver-co-2ba4706e.html	9	Manners	41
2023-08-08	Summit Music Hall	Denver	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/summit-music-hall-denver-co-2ba4706e.html	10	DICE	41
2023-08-08	Summit Music Hall	Denver	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/summit-music-hall-denver-co-2ba4706e.html	11	HATE?	41
2023-08-08	Summit Music Hall	Denver	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/summit-music-hall-denver-co-2ba4706e.html	12	Sense	41
2023-08-08	Summit Music Hall	Denver	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/summit-music-hall-denver-co-2ba4706e.html	13	Daydreaming	41
2023-08-08	Summit Music Hall	Denver	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/summit-music-hall-denver-co-2ba4706e.html	14	Memorable	41
2023-08-08	Summit Music Hall	Denver	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/summit-music-hall-denver-co-2ba4706e.html	15	FREEDOM	41
2023-08-08	Summit Music Hall	Denver	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/summit-music-hall-denver-co-2ba4706e.html	16	After Life	41
2023-08-08	Summit Music Hall	Denver	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/summit-music-hall-denver-co-2ba4706e.html	17	Screaming	41
2023-08-08	Summit Music Hall	Denver	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/summit-music-hall-denver-co-2ba4706e.html	18	endless Story	41
2023-08-08	Summit Music Hall	Denver	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/summit-music-hall-denver-co-2ba4706e.html	19	NO GOD	41
2023-08-06	Varsity Theater	Minneapolis	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/varsity-theater-minneapolis-mn-63a40adb.html	1	DOMINATION	42
2023-08-06	Varsity Theater	Minneapolis	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/varsity-theater-minneapolis-mn-63a40adb.html	2	glory	42
2023-08-06	Varsity Theater	Minneapolis	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/varsity-theater-minneapolis-mn-63a40adb.html	3	alone	42
2023-08-06	Varsity Theater	Minneapolis	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/varsity-theater-minneapolis-mn-63a40adb.html	4	Play	42
2023-08-06	Varsity Theater	Minneapolis	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/varsity-theater-minneapolis-mn-63a40adb.html	5	Unleash!!!!!	42
2023-08-06	Varsity Theater	Minneapolis	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/varsity-theater-minneapolis-mn-63a40adb.html	6	Choose me	42
2023-08-06	Varsity Theater	Minneapolis	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/varsity-theater-minneapolis-mn-63a40adb.html	7	Sayonakidori	42
2023-08-06	Varsity Theater	Minneapolis	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/varsity-theater-minneapolis-mn-63a40adb.html	8	from now on	42
2023-08-06	Varsity Theater	Minneapolis	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/varsity-theater-minneapolis-mn-63a40adb.html	9	Manners	42
2023-08-06	Varsity Theater	Minneapolis	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/varsity-theater-minneapolis-mn-63a40adb.html	10	DICE	42
2023-08-06	Varsity Theater	Minneapolis	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/varsity-theater-minneapolis-mn-63a40adb.html	11	HATE?	42
2023-08-06	Varsity Theater	Minneapolis	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/varsity-theater-minneapolis-mn-63a40adb.html	12	Different	42
2023-08-06	Varsity Theater	Minneapolis	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/varsity-theater-minneapolis-mn-63a40adb.html	13	Daydreaming	42
2023-08-06	Varsity Theater	Minneapolis	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/varsity-theater-minneapolis-mn-63a40adb.html	14	Memorable	42
2023-08-06	Varsity Theater	Minneapolis	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/varsity-theater-minneapolis-mn-63a40adb.html	15	FREEDOM	42
2023-08-06	Varsity Theater	Minneapolis	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/varsity-theater-minneapolis-mn-63a40adb.html	16	After Life	42
2023-08-06	Varsity Theater	Minneapolis	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/varsity-theater-minneapolis-mn-63a40adb.html	17	Screaming	42
2023-08-06	Varsity Theater	Minneapolis	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/varsity-theater-minneapolis-mn-63a40adb.html	18	endless Story	42
2023-08-06	Varsity Theater	Minneapolis	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/varsity-theater-minneapolis-mn-63a40adb.html	19	NO GOD	42
2023-08-04	Grant Park	Chicago	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/grant-park-chicago-il-4ba41fda.html	1	from now on	43
2023-08-04	Grant Park	Chicago	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/grant-park-chicago-il-4ba41fda.html	2	DOMINATION	43
2023-08-04	Grant Park	Chicago	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/grant-park-chicago-il-4ba41fda.html	3	Choose me	43
2023-08-04	Grant Park	Chicago	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/grant-park-chicago-il-4ba41fda.html	4	Don't you tell ME	43
2023-08-04	Grant Park	Chicago	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/grant-park-chicago-il-4ba41fda.html	5	alone	43
2023-08-04	Grant Park	Chicago	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/grant-park-chicago-il-4ba41fda.html	6	After Life	43
2023-08-04	Grant Park	Chicago	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/grant-park-chicago-il-4ba41fda.html	7	NO GOD	43
2023-08-04	Grant Park	Chicago	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/grant-park-chicago-il-4ba41fda.html	8	Daydreaming	43
2023-08-04	Grant Park	Chicago	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/grant-park-chicago-il-4ba41fda.html	9	DICE	43
2023-08-04	Grant Park	Chicago	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/grant-park-chicago-il-4ba41fda.html	10	HATE?	43
2023-08-04	Grant Park	Chicago	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/grant-park-chicago-il-4ba41fda.html	11	FREEDOM	43
2023-08-04	Grant Park	Chicago	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/grant-park-chicago-il-4ba41fda.html	12	Manners	43
2023-08-04	Grant Park	Chicago	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/grant-park-chicago-il-4ba41fda.html	13	endless Story	43
2023-08-03	Park West	Chicago	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/park-west-chicago-il-33a4207d.html	1	DOMINATION	44
2023-08-03	Park West	Chicago	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/park-west-chicago-il-33a4207d.html	2	glory	44
2023-08-03	Park West	Chicago	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/park-west-chicago-il-33a4207d.html	3	alone	44
2023-08-03	Park West	Chicago	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/park-west-chicago-il-33a4207d.html	4	Play	44
2023-08-03	Park West	Chicago	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/park-west-chicago-il-33a4207d.html	5	Unleash!!!!!	44
2023-08-03	Park West	Chicago	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/park-west-chicago-il-33a4207d.html	6	Choose me	44
2023-08-03	Park West	Chicago	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/park-west-chicago-il-33a4207d.html	7	Sayonakidori	44
2023-08-03	Park West	Chicago	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/park-west-chicago-il-33a4207d.html	8	from now on	44
2023-08-03	Park West	Chicago	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/park-west-chicago-il-33a4207d.html	9	Manners	44
2023-08-03	Park West	Chicago	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/park-west-chicago-il-33a4207d.html	10	DICE	44
2023-08-03	Park West	Chicago	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/park-west-chicago-il-33a4207d.html	11	HATE?	44
2023-08-03	Park West	Chicago	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/park-west-chicago-il-33a4207d.html	12	Different	44
2023-08-03	Park West	Chicago	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/park-west-chicago-il-33a4207d.html	13	Daydreaming	44
2023-08-03	Park West	Chicago	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/park-west-chicago-il-33a4207d.html	14	Memorable	44
2023-08-03	Park West	Chicago	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/park-west-chicago-il-33a4207d.html	15	FREEDOM	44
2023-08-03	Park West	Chicago	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/park-west-chicago-il-33a4207d.html	16	Screaming	44
2023-08-03	Park West	Chicago	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/park-west-chicago-il-33a4207d.html	17	endless Story	44
2023-08-03	Park West	Chicago	US	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/park-west-chicago-il-33a4207d.html	18	NO GOD	44
2023-07-19	CLUB CITTA'	Kawasaki	JP	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/club-citta-kawasaki-japan-2ba748aa.html	1	DOMINATION	45
2023-07-19	CLUB CITTA'	Kawasaki	JP	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/club-citta-kawasaki-japan-2ba748aa.html	2	glory	45
2023-07-19	CLUB CITTA'	Kawasaki	JP	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/club-citta-kawasaki-japan-2ba748aa.html	3	alone	45
2023-07-19	CLUB CITTA'	Kawasaki	JP	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/club-citta-kawasaki-japan-2ba748aa.html	4	Play	45
2023-07-19	CLUB CITTA'	Kawasaki	JP	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/club-citta-kawasaki-japan-2ba748aa.html	5	Carry on living	45
2023-07-19	CLUB CITTA'	Kawasaki	JP	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/club-citta-kawasaki-japan-2ba748aa.html	6	Balance	45
2023-07-19	CLUB CITTA'	Kawasaki	JP	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/club-citta-kawasaki-japan-2ba748aa.html	7	Liberal	45
2023-07-19	CLUB CITTA'	Kawasaki	JP	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/club-citta-kawasaki-japan-2ba748aa.html	8	Choose me	45
2023-07-19	CLUB CITTA'	Kawasaki	JP	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/club-citta-kawasaki-japan-2ba748aa.html	9	Rock in me	45
2023-07-19	CLUB CITTA'	Kawasaki	JP	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/club-citta-kawasaki-japan-2ba748aa.html	10	from now on	45
2023-07-19	CLUB CITTA'	Kawasaki	JP	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/club-citta-kawasaki-japan-2ba748aa.html	11	Different	45
2023-07-19	CLUB CITTA'	Kawasaki	JP	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/club-citta-kawasaki-japan-2ba748aa.html	12	Bubble	45
2023-07-19	CLUB CITTA'	Kawasaki	JP	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/club-citta-kawasaki-japan-2ba748aa.html	13	anemone	45
2023-07-19	CLUB CITTA'	Kawasaki	JP	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/club-citta-kawasaki-japan-2ba748aa.html	14	Memorable	45
2023-07-19	CLUB CITTA'	Kawasaki	JP	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/club-citta-kawasaki-japan-2ba748aa.html	15	PAGE	45
2023-07-19	CLUB CITTA'	Kawasaki	JP	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/club-citta-kawasaki-japan-2ba748aa.html	16	Daydreaming	45
2023-07-19	CLUB CITTA'	Kawasaki	JP	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/club-citta-kawasaki-japan-2ba748aa.html	17	DICE	45
2023-07-19	CLUB CITTA'	Kawasaki	JP	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/club-citta-kawasaki-japan-2ba748aa.html	18	HATE?	45
2023-07-19	CLUB CITTA'	Kawasaki	JP	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/club-citta-kawasaki-japan-2ba748aa.html	19	FREEDOM	45
2023-07-19	CLUB CITTA'	Kawasaki	JP	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/club-citta-kawasaki-japan-2ba748aa.html	20	Manners	45
2023-07-19	CLUB CITTA'	Kawasaki	JP	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/club-citta-kawasaki-japan-2ba748aa.html	21	endless Story	45
2023-07-19	CLUB CITTA'	Kawasaki	JP	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/club-citta-kawasaki-japan-2ba748aa.html	22	Screaming	45
2023-07-19	CLUB CITTA'	Kawasaki	JP	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/club-citta-kawasaki-japan-2ba748aa.html	23	NO GOD	45
2023-07-15	LIVE ROXY	Shizuoka	JP	BAND-MAID 10TH ANNIVERSARY TOUR	https://www.setlist.fm/setlist/bandmaid/2023/live-roxy-shizuoka-japan-23a77497.html	1	DOMINATION	46
